"","season","game_date","game_id","action_type","combined_shot_type","loc_x","loc_y","shot_distance","three_pt","time_remaining","ot","home","playoffs","opponent","shot_made_flag"
"18794",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",121,-8,12,"0",2492,"0","0","0","PHX","1"
"18795",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",144,201,24,"1",1836,"0","0","0","PHX","0"
"18796",2011,"2012-02-19","21100469","Layup Shot","Layup",4,3,0,"0",1776,"0","0","0","PHX","1"
"18797",2011,"2012-02-19","21100469","Layup Shot","Layup",1,-2,0,"0",1701,"0","0","0","PHX",NA
"18798",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-175,99,20,"0",1546,"0","0","0","PHX","0"
"18799",2011,"2012-02-19","21100469","Alley Oop Layup shot","Layup",2,0,0,"0",1527,"0","0","0","PHX","1"
"18800",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",125,176,21,"0",1456,"0","0","0","PHX","1"
"18801",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",151,205,25,"1",1364,"0","0","0","PHX","0"
"18802",2011,"2012-02-19","21100469","Jump Bank Shot","Jump Shot",-40,39,5,"0",1288,"0","0","0","PHX","1"
"18803",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-149,113,18,"0",1232,"0","0","0","PHX","0"
"18804",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-141,149,20,"0",1075,"0","0","0","PHX","0"
"18805",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",132,88,15,"0",895,"0","0","0","PHX","1"
"18806",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-232,99,25,"1",828,"0","0","0","PHX","1"
"18807",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-179,176,25,"1",795,"0","0","0","PHX","0"
"18808",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-155,-19,15,"0",745,"0","0","0","PHX","0"
"18809",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",192,228,29,"1",554,"0","0","0","PHX","0"
"18810",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-134,206,24,"1",493,"0","0","0","PHX",NA
"18811",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",72,36,8,"0",452,"0","0","0","PHX","1"
"18812",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-232,34,23,"1",411,"0","0","0","PHX","0"
"18813",2011,"2012-02-19","21100469","Turnaround Bank shot","Bank Shot",-146,52,15,"0",366,"0","0","0","PHX","1"
"18814",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",-41,85,9,"0",244,"0","0","0","PHX","0"
"18815",2011,"2012-02-19","21100469","Jump Shot","Jump Shot",94,44,10,"0",187,"0","0","0","PHX","0"
"18816",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",54,-35,6,"0",2795,"0","1","0","POR","0"
"18817",2011,"2012-02-20","21100479","Turnaround Fadeaway shot","Jump Shot",81,-2,8,"0",2532,"0","1","0","POR",NA
"18818",2011,"2012-02-20","21100479","Fadeaway Bank shot","Jump Shot",-112,44,12,"0",2483,"0","1","0","POR","0"
"18819",2011,"2012-02-20","21100479","Reverse Layup Shot","Layup",-11,11,1,"0",2475,"0","1","0","POR","1"
"18820",2011,"2012-02-20","21100479","Driving Layup Shot","Layup",7,17,1,"0",2317,"0","1","0","POR",NA
"18821",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",-13,116,11,"0",2271,"0","1","0","POR","0"
"18822",2011,"2012-02-20","21100479","Driving Reverse Layup Shot","Layup",13,15,1,"0",2197,"0","1","0","POR","1"
"18823",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",47,23,5,"0",1661,"0","1","0","POR","0"
"18824",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",53,258,26,"1",1552,"0","1","0","POR","1"
"18825",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",84,258,27,"1",1508,"0","1","0","POR",NA
"18826",2011,"2012-02-20","21100479","Dunk Shot","Dunk",-8,17,1,"0",1501,"0","1","0","POR","0"
"18827",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",21,39,4,"0",1475,"0","1","0","POR","0"
"18828",2011,"2012-02-20","21100479","Step Back Jump shot","Jump Shot",-142,137,19,"0",1383,"0","1","0","POR","0"
"18829",2011,"2012-02-20","21100479","Driving Layup Shot","Layup",18,1,1,"0",1369,"0","1","0","POR","1"
"18830",2011,"2012-02-20","21100479","Turnaround Fadeaway shot","Jump Shot",-105,102,14,"0",1348,"0","1","0","POR","1"
"18831",2011,"2012-02-20","21100479","Layup Shot","Layup",9,4,0,"0",1326,"0","1","0","POR","1"
"18832",2011,"2012-02-20","21100479","Driving Layup Shot","Layup",0,7,0,"0",1283,"0","1","0","POR","1"
"18833",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",-19,33,3,"0",1079,"0","1","0","POR","0"
"18834",2011,"2012-02-20","21100479","Fadeaway Jump Shot","Jump Shot",124,71,14,"0",856,"0","1","0","POR","1"
"18835",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",-209,66,21,"0",791,"0","1","0","POR","0"
"18836",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",-169,364,40,"1",721,"0","1","0","POR","0"
"18837",2011,"2012-02-20","21100479","Fadeaway Jump Shot","Jump Shot",136,61,14,"0",393,"0","1","0","POR",NA
"18838",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",36,56,6,"0",360,"0","1","0","POR","1"
"18839",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",-26,208,20,"0",230,"0","1","0","POR","0"
"18840",2011,"2012-02-20","21100479","Layup Shot","Layup",-5,22,2,"0",157,"0","1","0","POR","1"
"18841",2011,"2012-02-20","21100479","Jump Shot","Jump Shot",129,86,15,"0",137,"0","1","0","POR","0"
"18842",2011,"2012-02-22","21100497","Driving Layup Shot","Layup",20,12,2,"0",2571,"0","0","0","DAL","0"
"18843",2011,"2012-02-22","21100497","Step Back Jump shot","Jump Shot",135,86,16,"0",2470,"0","0","0","DAL","0"
"18844",2011,"2012-02-22","21100497","Step Back Jump shot","Jump Shot",136,37,14,"0",2281,"0","0","0","DAL","0"
"18845",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",-89,239,25,"1",1704,"0","0","0","DAL","0"
"18846",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",189,162,24,"1",1656,"0","0","0","DAL","1"
"18847",2011,"2012-02-22","21100497","Fadeaway Jump Shot","Jump Shot",47,116,12,"0",1558,"0","0","0","DAL","0"
"18848",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",116,167,20,"0",1396,"0","0","0","DAL","0"
"18849",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",-78,205,21,"0",975,"0","0","0","DAL","0"
"18850",2011,"2012-02-22","21100497","Pullup Jump shot","Jump Shot",78,172,18,"0",953,"0","0","0","DAL",NA
"18851",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",-205,22,20,"0",889,"0","0","0","DAL","0"
"18852",2011,"2012-02-22","21100497","Jump Bank Shot","Jump Shot",-34,60,6,"0",782,"0","0","0","DAL","1"
"18853",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",-56,236,24,"1",435,"0","0","0","DAL","1"
"18854",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",84,181,19,"0",401,"0","0","0","DAL","0"
"18855",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",234,28,23,"1",332,"0","0","0","DAL","0"
"18856",2011,"2012-02-22","21100497","Jump Shot","Jump Shot",-174,203,26,"1",189,"0","0","0","DAL","0"
"18857",2011,"2012-02-23","21100502","Layup Shot","Layup",23,1,2,"0",2825,"0","0","0","OKC",NA
"18858",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",64,96,11,"0",2733,"0","0","0","OKC","1"
"18859",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",94,0,9,"0",2703,"0","0","0","OKC","0"
"18860",2011,"2012-02-23","21100502","Turnaround Jump Shot","Jump Shot",-82,83,11,"0",2647,"0","0","0","OKC","0"
"18861",2011,"2012-02-23","21100502","Turnaround Jump Shot","Jump Shot",-4,26,2,"0",2544,"0","0","0","OKC",NA
"18862",2011,"2012-02-23","21100502","Jump Bank Shot","Jump Shot",-149,72,16,"0",2369,"0","0","0","OKC","0"
"18863",2011,"2012-02-23","21100502","Turnaround Jump Shot","Jump Shot",4,56,5,"0",2344,"0","0","0","OKC","1"
"18864",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",-111,82,13,"0",2233,"0","0","0","OKC","1"
"18865",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",-93,198,21,"0",2188,"0","0","0","OKC","1"
"18866",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",-177,164,24,"1",1779,"0","0","0","OKC","0"
"18867",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",-78,142,16,"0",1759,"0","0","0","OKC",NA
"18868",2011,"2012-02-23","21100502","Step Back Jump shot","Jump Shot",-182,137,22,"0",1668,"0","0","0","OKC","0"
"18869",2011,"2012-02-23","21100502","Driving Layup Shot","Layup",28,3,2,"0",1571,"0","0","0","OKC","0"
"18870",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",-119,39,12,"0",1185,"0","0","0","OKC",NA
"18871",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",125,214,24,"1",979,"0","0","0","OKC","0"
"18872",2011,"2012-02-23","21100502","Fadeaway Jump Shot","Jump Shot",-155,42,16,"0",961,"0","0","0","OKC","0"
"18873",2011,"2012-02-23","21100502","Driving Layup Shot","Layup",4,9,0,"0",935,"0","0","0","OKC","1"
"18874",2011,"2012-02-23","21100502","Driving Reverse Layup Shot","Layup",20,1,2,"0",459,"0","0","0","OKC","1"
"18875",2011,"2012-02-23","21100502","Fadeaway Jump Shot","Jump Shot",-177,85,19,"0",315,"0","0","0","OKC","0"
"18876",2011,"2012-02-23","21100502","Layup Shot","Layup",13,1,1,"0",281,"0","0","0","OKC","0"
"18877",2011,"2012-02-23","21100502","Reverse Layup Shot","Layup",-19,-2,1,"0",224,"0","0","0","OKC",NA
"18878",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",159,205,25,"1",152,"0","0","0","OKC","0"
"18879",2011,"2012-02-23","21100502","Jump Shot","Jump Shot",-109,26,11,"0",114,"0","0","0","OKC","0"
"18880",2011,"2012-02-23","21100502","Turnaround Jump Shot","Jump Shot",-60,34,6,"0",105,"0","0","0","OKC","0"
"18881",2011,"2012-02-29","21100523","Fadeaway Jump Shot","Jump Shot",65,99,11,"0",2777,"0","1","0","MIN","1"
"18882",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",100,186,21,"0",2749,"0","1","0","MIN","1"
"18883",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",58,184,19,"0",2703,"0","1","0","MIN","0"
"18884",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",12,206,20,"0",2639,"0","1","0","MIN","0"
"18885",2011,"2012-02-29","21100523","Driving Reverse Layup Shot","Layup",-15,0,1,"0",2564,"0","1","0","MIN","1"
"18886",2011,"2012-02-29","21100523","Turnaround Fadeaway shot","Jump Shot",99,85,13,"0",2477,"0","1","0","MIN","0"
"18887",2011,"2012-02-29","21100523","Layup Shot","Layup",-21,22,3,"0",2377,"0","1","0","MIN",NA
"18888",2011,"2012-02-29","21100523","Driving Dunk Shot","Dunk",-23,20,3,"0",2363,"0","1","0","MIN","1"
"18889",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",-120,236,26,"1",2342,"0","1","0","MIN","0"
"18890",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",-122,231,26,"1",2213,"0","1","0","MIN","0"
"18891",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",-158,205,25,"1",1744,"0","1","0","MIN","0"
"18892",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",69,178,19,"0",1424,"0","1","0","MIN","0"
"18893",2011,"2012-02-29","21100523","Jump Bank Shot","Jump Shot",-79,41,8,"0",1370,"0","1","0","MIN","1"
"18894",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",-196,178,26,"1",1318,"0","1","0","MIN","0"
"18895",2011,"2012-02-29","21100523","Fadeaway Jump Shot","Jump Shot",-19,64,6,"0",1003,"0","1","0","MIN","1"
"18896",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",121,187,22,"0",935,"0","1","0","MIN","0"
"18897",2011,"2012-02-29","21100523","Turnaround Fadeaway shot","Jump Shot",7,97,9,"0",835,"0","1","0","MIN","1"
"18898",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",-106,131,16,"0",774,"0","1","0","MIN",NA
"18899",2011,"2012-02-29","21100523","Floating Jump shot","Jump Shot",-4,71,7,"0",755,"0","1","0","MIN","0"
"18900",2011,"2012-02-29","21100523","Turnaround Fadeaway shot","Jump Shot",-112,99,14,"0",367,"0","1","0","MIN",NA
"18901",2011,"2012-02-29","21100523","Layup Shot","Layup",20,12,2,"0",318,"0","1","0","MIN","1"
"18902",2011,"2012-02-29","21100523","Jump Shot","Jump Shot",103,-13,10,"0",236,"0","1","0","MIN","0"
"18903",2011,"2012-02-29","21100523","Turnaround Fadeaway shot","Jump Shot",6,121,12,"0",185,"0","1","0","MIN","1"
"18904",2011,"2012-03-02","21100538","Tip Shot","Tip Shot",9,6,1,"0",2857,"0","1","0","SAC","1"
"18905",2011,"2012-03-02","21100538","Turnaround Jump Shot","Jump Shot",113,-6,11,"0",2825,"0","1","0","SAC","0"
"18906",2011,"2012-03-02","21100538","Fadeaway Jump Shot","Jump Shot",-131,1,13,"0",2737,"0","1","0","SAC","0"
"18907",2011,"2012-03-02","21100538","Fadeaway Jump Shot","Jump Shot",-98,52,11,"0",2653,"0","1","0","SAC","1"
"18908",2011,"2012-03-02","21100538","Layup Shot","Layup",-15,20,2,"0",2565,"0","1","0","SAC","1"
"18909",2011,"2012-03-02","21100538","Driving Layup Shot","Layup",-11,11,1,"0",2483,"0","1","0","SAC","1"
"18910",2011,"2012-03-02","21100538","Layup Shot","Layup",18,14,2,"0",2397,"0","1","0","SAC","1"
"18911",2011,"2012-03-02","21100538","Fadeaway Jump Shot","Jump Shot",4,105,10,"0",2246,"0","1","0","SAC","0"
"18912",2011,"2012-03-02","21100538","Floating Jump shot","Jump Shot",45,45,6,"0",1617,"0","1","0","SAC","1"
"18913",2011,"2012-03-02","21100538","Driving Reverse Layup Shot","Layup",15,6,1,"0",1349,"0","1","0","SAC","1"
"18914",2011,"2012-03-02","21100538","Turnaround Fadeaway shot","Jump Shot",-138,91,16,"0",1275,"0","1","0","SAC",NA
"18915",2011,"2012-03-02","21100538","Alley Oop Layup shot","Layup",15,3,1,"0",1176,"0","1","0","SAC","0"
"18916",2011,"2012-03-02","21100538","Fadeaway Jump Shot","Jump Shot",-111,96,14,"0",1084,"0","1","0","SAC","0"
"18917",2011,"2012-03-02","21100538","Driving Layup Shot","Layup",-18,23,2,"0",966,"0","1","0","SAC","1"
"18918",2011,"2012-03-02","21100538","Turnaround Jump Shot","Jump Shot",138,-6,13,"0",848,"0","1","0","SAC","1"
"18919",2011,"2012-03-02","21100538","Layup Shot","Layup",-18,-2,1,"0",770,"0","1","0","SAC","0"
"18920",2011,"2012-03-02","21100538","Tip Shot","Tip Shot",11,11,1,"0",770,"0","1","0","SAC","0"
"18921",2011,"2012-03-02","21100538","Layup Shot","Layup",-4,4,0,"0",770,"0","1","0","SAC",NA
"18922",2011,"2012-03-02","21100538","Turnaround Bank shot","Bank Shot",84,63,10,"0",374,"0","1","0","SAC",NA
"18923",2011,"2012-03-02","21100538","Alley Oop Layup shot","Layup",10,14,1,"0",309,"0","1","0","SAC","0"
"18924",2011,"2012-03-02","21100538","Jump Shot","Jump Shot",78,75,10,"0",228,"0","1","0","SAC","0"
"18925",2011,"2012-03-02","21100538","Jump Shot","Jump Shot",230,15,23,"1",163,"0","1","0","SAC","1"
"18926",2011,"2012-03-02","21100538","Turnaround Fadeaway shot","Jump Shot",-26,173,17,"0",120,"0","1","0","SAC","1"
"18927",2011,"2012-03-02","21100538","Jump Shot","Jump Shot",-215,124,24,"1",82,"0","1","0","SAC","0"
"18928",2011,"2012-03-04","21100547","Driving Layup Shot","Layup",7,26,2,"0",2813,"0","1","0","MIA","1"
"18929",2011,"2012-03-04","21100547","Fadeaway Jump Shot","Jump Shot",67,119,13,"0",2772,"0","1","0","MIA","1"
"18930",2011,"2012-03-04","21100547","Turnaround Fadeaway shot","Jump Shot",-30,115,11,"0",2608,"0","1","0","MIA","1"
"18931",2011,"2012-03-04","21100547","Turnaround Jump Shot","Jump Shot",-27,126,12,"0",2582,"0","1","0","MIA","1"
"18932",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",48,67,8,"0",2526,"0","1","0","MIA","1"
"18933",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",-188,37,19,"0",2403,"0","1","0","MIA","0"
"18934",2011,"2012-03-04","21100547","Turnaround Jump Shot","Jump Shot",-117,151,19,"0",2377,"0","1","0","MIA","0"
"18935",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",147,55,15,"0",2354,"0","1","0","MIA","1"
"18936",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",-2,211,21,"0",2287,"0","1","0","MIA","1"
"18937",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",185,112,21,"0",2245,"0","1","0","MIA","1"
"18938",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",130,131,18,"0",1514,"0","1","0","MIA","0"
"18939",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",-109,-10,10,"0",1359,"0","1","0","MIA","0"
"18940",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",106,53,11,"0",1284,"0","1","0","MIA","1"
"18941",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",136,116,17,"0",1110,"0","1","0","MIA","0"
"18942",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",17,269,26,"1",856,"0","1","0","MIA","0"
"18943",2011,"2012-03-04","21100547","Turnaround Fadeaway shot","Jump Shot",111,172,20,"0",820,"0","1","0","MIA","1"
"18944",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",100,113,15,"0",440,"0","1","0","MIA","0"
"18945",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",54,121,13,"0",390,"0","1","0","MIA",NA
"18946",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",-128,160,20,"0",306,"0","1","0","MIA","1"
"18947",2011,"2012-03-04","21100547","Fadeaway Jump Shot","Jump Shot",18,77,7,"0",207,"0","1","0","MIA",NA
"18948",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",-136,140,19,"0",158,"0","1","0","MIA","1"
"18949",2011,"2012-03-04","21100547","Jump Shot","Jump Shot",-163,213,26,"1",102,"0","1","0","MIA","0"
"18950",2011,"2012-03-04","21100547","Fadeaway Jump Shot","Jump Shot",18,159,16,"0",65,"0","1","0","MIA","1"
"18951",2011,"2012-03-06","21100567","Fadeaway Jump Shot","Jump Shot",-161,55,17,"0",2794,"0","0","0","DET","0"
"18952",2011,"2012-03-06","21100567","Turnaround Hook Shot","Hook Shot",-64,11,6,"0",2637,"0","0","0","DET","0"
"18953",2011,"2012-03-06","21100567","Fadeaway Jump Shot","Jump Shot",-161,9,16,"0",2520,"0","0","0","DET",NA
"18954",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",-191,168,25,"1",2485,"0","0","0","DET",NA
"18955",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",-161,219,27,"1",2459,"0","0","0","DET","0"
"18956",2011,"2012-03-06","21100567","Fadeaway Jump Shot","Jump Shot",111,74,13,"0",2298,"0","0","0","DET","0"
"18957",2011,"2012-03-06","21100567","Fadeaway Jump Shot","Jump Shot",81,28,8,"0",1767,"0","0","0","DET",NA
"18958",2011,"2012-03-06","21100567","Layup Shot","Layup",0,6,0,"0",1751,"0","0","0","DET","0"
"18959",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",-103,246,26,"1",1656,"0","0","0","DET","0"
"18960",2011,"2012-03-06","21100567","Jump Bank Shot","Jump Shot",-10,159,15,"0",1615,"0","0","0","DET",NA
"18961",2011,"2012-03-06","21100567","Running Jump Shot","Jump Shot",15,39,4,"0",1237,"0","0","0","DET","1"
"18962",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",113,175,20,"0",1122,"0","0","0","DET","0"
"18963",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",119,17,12,"0",1113,"0","0","0","DET","0"
"18964",2011,"2012-03-06","21100567","Tip Shot","Tip Shot",4,3,0,"0",1104,"0","0","0","DET","1"
"18965",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",143,64,15,"0",1022,"0","0","0","DET","0"
"18966",2011,"2012-03-06","21100567","Fadeaway Jump Shot","Jump Shot",-125,45,13,"0",938,"0","0","0","DET","0"
"18967",2011,"2012-03-06","21100567","Alley Oop Dunk Shot","Dunk",4,6,0,"0",913,"0","0","0","DET","1"
"18968",2011,"2012-03-06","21100567","Running Jump Shot","Jump Shot",4,41,4,"0",836,"0","0","0","DET","1"
"18969",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",-161,214,26,"1",797,"0","0","0","DET","0"
"18970",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",143,148,20,"0",431,"0","0","0","DET","0"
"18971",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",-166,209,26,"1",219,"0","0","0","DET","1"
"18972",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",119,239,26,"1",120,"0","0","0","DET","0"
"18973",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",152,118,19,"0",0,"0","0","0","DET",NA
"18974",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",20,260,26,"1",251,"1","0","0","DET","0"
"18975",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",31,258,25,"1",32,"1","0","0","DET","0"
"18976",2011,"2012-03-06","21100567","Jump Shot","Jump Shot",-138,244,28,"1",2,"1","0","0","DET","0"
"18977",2011,"2012-03-07","21100571","Layup Shot","Layup",7,-3,0,"0",2727,"0","0","0","WAS","0"
"18978",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",230,-14,23,"1",2691,"0","0","0","WAS","1"
"18979",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",233,0,23,"1",2429,"0","0","0","WAS","0"
"18980",2011,"2012-03-07","21100571","Layup Shot","Layup",-27,6,2,"0",2353,"0","0","0","WAS","0"
"18981",2011,"2012-03-07","21100571","Fadeaway Jump Shot","Jump Shot",187,-17,18,"0",2324,"0","0","0","WAS","1"
"18982",2011,"2012-03-07","21100571","Fadeaway Jump Shot","Jump Shot",170,-24,17,"0",2260,"0","0","0","WAS","1"
"18983",2011,"2012-03-07","21100571","Layup Shot","Layup",-15,9,1,"0",2208,"0","0","0","WAS",NA
"18984",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",233,-22,23,"1",1761,"0","0","0","WAS","1"
"18985",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",176,-19,17,"0",1681,"0","0","0","WAS","0"
"18986",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",39,203,20,"0",1639,"0","0","0","WAS","0"
"18987",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",70,19,7,"0",1608,"0","0","0","WAS","0"
"18988",2011,"2012-03-07","21100571","Layup Shot","Layup",2,-10,1,"0",1483,"0","0","0","WAS","1"
"18989",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",222,110,24,"1",1446,"0","0","0","WAS","0"
"18990",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-114,0,11,"0",1386,"0","0","0","WAS",NA
"18991",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-54,3,5,"0",1355,"0","0","0","WAS",NA
"18992",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",61,205,21,"0",1085,"0","0","0","WAS","1"
"18993",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-201,127,23,"1",1030,"0","0","0","WAS",NA
"18994",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-76,153,17,"0",1007,"0","0","0","WAS","0"
"18995",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",113,60,12,"0",930,"0","0","0","WAS",NA
"18996",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",165,17,16,"0",922,"0","0","0","WAS",NA
"18997",2011,"2012-03-07","21100571","Fadeaway Jump Shot","Jump Shot",168,-32,17,"0",851,"0","0","0","WAS","1"
"18998",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-180,74,19,"0",694,"0","0","0","WAS","0"
"18999",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",92,176,19,"0",660,"0","0","0","WAS","0"
"19000",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",233,-14,23,"1",605,"0","0","0","WAS","0"
"19001",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",58,151,16,"0",569,"0","0","0","WAS","0"
"19002",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-82,-16,8,"0",414,"0","0","0","WAS","0"
"19003",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-89,71,11,"0",300,"0","0","0","WAS",NA
"19004",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-215,140,25,"1",273,"0","0","0","WAS","1"
"19005",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",-106,0,10,"0",236,"0","0","0","WAS","0"
"19006",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",130,227,26,"1",70,"0","0","0","WAS","0"
"19007",2011,"2012-03-07","21100571","Jump Shot","Jump Shot",138,201,24,"1",5,"0","0","0","WAS","0"
"19008",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",149,112,18,"0",2822,"0","0","0","MIN","0"
"19009",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",-29,50,5,"0",2704,"0","0","0","MIN","0"
"19010",2011,"2012-03-09","21100589","Layup Shot","Layup",1,-5,0,"0",2603,"0","0","0","MIN","1"
"19011",2011,"2012-03-09","21100589","Turnaround Fadeaway shot","Jump Shot",-136,22,13,"0",2520,"0","0","0","MIN","0"
"19012",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",-101,167,19,"0",2417,"0","0","0","MIN","1"
"19013",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",140,97,17,"0",2346,"0","0","0","MIN","0"
"19014",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",39,164,16,"0",2316,"0","0","0","MIN",NA
"19015",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",45,164,17,"0",2192,"0","0","0","MIN",NA
"19016",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",228,22,22,"1",2160,"0","0","0","MIN","0"
"19017",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",-21,58,6,"0",1831,"0","0","0","MIN","0"
"19018",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",21,41,4,"0",1759,"0","0","0","MIN","0"
"19019",2011,"2012-03-09","21100589","Running Jump Shot","Jump Shot",-19,61,6,"0",1602,"0","0","0","MIN",NA
"19020",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",215,124,24,"1",1479,"0","0","0","MIN","0"
"19021",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",72,190,20,"0",1440,"0","0","0","MIN","0"
"19022",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",163,203,26,"1",1378,"0","0","0","MIN","1"
"19023",2011,"2012-03-09","21100589","Driving Dunk Shot","Dunk",0,3,0,"0",1288,"0","0","0","MIN","1"
"19024",2011,"2012-03-09","21100589","Jump Shot","Jump Shot",-149,30,15,"0",1255,"0","0","0","MIN","0"
